city_name,locode,region_name,population,fcm_dependency_pct,fcm_dependency_band,poverty_rate,median_household_income,city_id,country_code,disability_prevalence,electricity_access_rate,employment_agriculture_forestry,employment_construction,employment_electricity_gas,employment_in_transport_and_logistics,employment_manufacturing,employment_mining,employment_water_waste,fixed_internet_household_share,home_ownership,indigenous_identification_rate,literacy_rate,mean_years_schooling,public_transport_share,renter_share,unemployment_rate,total_income_2023_mclp,ipp_percapita_2023_mclp,ipp_share_total_pct_2023,total_income_pc_clp,staff_planta_2023,staff_contrata_2023,total_staff_2023,professionalization_pct_2023,staff_per_1000_2023,prof_staff_abs,p_fcm,p_ipppc,p_ippsh,cofinance_score,p_prof,p_profstaff,p_totinc,anchor_score,composite_score
Mejillones,CL MJS,Antofagasta,14014.0,22.79,low (autonomous),24.33,1018000.0,67yj6qzb3mfe8km91ng9,CL,11.66,99.5,4.43,8.36,3.49,18.64,9.52,5.97,1.07,62.21,54.14,10.82,95.94,9.34,12.91,29.96,5.42,12769291.0,534.37,65.53,911181.0,64.0,60.0,124.0,33.87,8.85,41.9988,91.0828025477707,94.87179487179486,96.15384615384616,94.0,31.986531986531986,56.56565656565656,60.57692307692307,49.7,71.8
Macul,CL MAC,Metropolitana de Santiago,123241.0,22.73,low (autonomous),15.73,1343333.0,66jc3rqwj08jkmugv3jr,CL,10.06,99.96,0.24,6.01,1.01,6.18,6.68,1.45,0.41,80.8,50.13,6.91,97.43,11.82,51.58,39.39,8.39,52630115.0,132.52,34.68,427050.0,172.0,95.0,267.0,48.69,2.17,130.0023,91.40127388535032,67.62820512820514,73.71794871794873,77.6,82.82828282828282,88.21548821548821,89.1025641025641,86.7,82.2
Recoleta,CL REC,Metropolitana de Santiago,153131.0,22.37,low (autonomous),16.46,1139792.0,66jcbw9zn9mgs946twbb,CL,11.22,99.88,0.28,9.68,0.88,7.54,9.77,1.0,0.67,64.76,40.38,7.87,96.45,10.23,60.0,43.29,8.83,42940180.0,141.63,64.67,280415.0,294.0,134.0,428.0,42.06,2.79,180.01680000000002,91.71974522292993,71.47435897435898,95.83333333333334,86.3,63.2996632996633,91.91919191919192,86.21794871794873,80.5,83.4
Casablanca,CL CAS,Valparaíso,29658.0,22.08,low (autonomous),20.32,1012319.0,66j4qrnc1kx8n8r9p9en,CL,10.11,99.74,9.63,6.7,1.01,12.69,14.28,1.21,0.89,43.6,64.82,5.35,95.55,9.92,16.22,19.22,12.12,16079529.0,312.11,58.64,542165.0,72.0,55.0,127.0,37.01,4.28,47.0027,92.03821656050955,90.38461538461539,94.23076923076923,92.2,43.77104377104377,62.62626262626263,68.26923076923077,58.2,75.2
Cerrillos,CL CER,Metropolitana de Santiago,83544.0,21.49,low (autonomous),23.68,1223903.0,66j9qvsdp84vz81p1qn5,CL,10.51,99.73,0.41,9.02,1.07,10.29,11.09,1.21,0.79,67.79,62.79,8.84,96.11,10.04,55.43,22.35,7.95,30183510.0,222.74,66.46,361289.0,197.0,52.0,249.0,31.33,2.98,78.01169999999999,92.35668789808918,85.57692307692307,96.7948717948718,91.6,20.2020202020202,78.11447811447812,83.33333333333334,60.5,76.0
Sierra Gorda,CL SIG,Antofagasta,1458.0,21.08,low (autonomous),12.6,1340000.0,67yewvdsdpt4zp9k1jdw,CL,5.58,97.98,0.44,5.46,0.74,7.37,3.98,17.4,2.36,28.97,48.86,14.84,94.72,9.06,5.51,29.73,8.2,11080875.0,4164.95,67.36,7600051.0,57.0,24.0,81.0,54.32,55.56,43.9992,92.67515923566879,99.67948717948718,97.11538461538461,96.5,90.23569023569024,58.58585858585859,55.769230769230774,68.2,82.4
Alhué,CL ALH,Metropolitana de Santiago,7696.0,20.87,low (autonomous),26.92,966500.0,63vqr4dnt7hspe3442q2,CL,10.71,99.45,21.79,5.45,0.42,3.3,3.42,22.0,1.24,65.31,68.48,5.13,93.88,9.13,1.95,18.52,5.48,21128418.0,979.27,35.95,2745377.0,,15.0,,,,,92.99363057324841,98.71794871794873,77.24358974358975,89.7,,,77.56410256410257,77.6,83.6
Quilicura,CL QUI,Metropolitana de Santiago,205375.0,19.51,low (autonomous),20.61,1137528.0,66jdnru0gt7x9eugt13r,CL,9.5,99.95,0.42,7.37,0.83,10.68,13.89,2.06,1.29,78.38,68.73,8.44,96.73,10.39,55.04,26.03,9.37,69550509.0,179.92,70.2,338651.0,289.0,179.0,468.0,29.7,2.28,138.99599999999998,93.31210191082802,80.44871794871796,98.07692307692307,90.6,13.468013468013467,88.55218855218855,92.62820512820514,64.9,77.8
Antofagasta,CL ANF,Antofagasta,397136.0,18.97,low (autonomous),17.67,1214500.0,67wtusk9hnj40s8vudc4,CL,8.03,99.64,0.47,7.75,1.23,9.15,6.42,16.45,1.0,78.45,48.44,8.0,96.88,10.68,42.72,34.43,9.31,152283792.0,139.47,40.41,383455.0,388.0,217.0,605.0,34.55,1.52,209.02749999999997,93.63057324840764,70.83333333333334,80.12820512820514,81.5,35.35353535353536,94.61279461279462,98.71794871794873,76.2,78.8
Mostazal,CL MOS,Libertador General Bernardo O'Higgins,27331.0,18.89,low (autonomous),18.5,1010576.0,63vyf4t3g14e1ygn74cw,CL,12.16,99.58,16.49,8.06,1.13,5.75,10.45,2.59,1.24,58.7,65.89,5.95,94.23,9.38,15.97,15.43,9.53,17431859.0,460.33,74.72,637805.0,63.0,110.0,173.0,23.12,6.33,39.997600000000006,93.94904458598727,93.58974358974359,99.03846153846155,95.5,2.6936026936026933,53.36700336700336,70.51282051282051,42.2,68.8
Lampa,CL LAM,Metropolitana de Santiago,144684.0,18.52,low (autonomous),19.22,1082667.0,66jdejymmhbv5wsnzruh,CL,8.08,99.82,3.55,8.64,0.95,9.63,13.32,2.64,1.56,65.0,71.01,8.17,95.41,9.78,24.83,18.18,8.81,49895580.0,173.37,48.39,344859.0,,,,,,,94.26751592356688,79.16666666666666,88.14102564102564,87.2,,,88.14102564102564,88.1,87.6
Concepción,CL CCP,Biobío,225985.0,18.22,low (autonomous),19.14,1072355.0,63kn7ywbcmky6d9u0czp,CL,10.5,99.91,1.43,8.16,1.01,5.9,7.89,1.73,0.7,77.15,50.37,6.65,97.2,11.92,41.89,37.26,8.0,59631324.0,163.74,65.75,263873.0,413.0,187.0,600.0,44.0,2.66,264.0,94.5859872611465,77.56410256410257,96.47435897435898,89.5,70.70707070707071,96.29629629629629,91.98717948717949,86.3,87.9
Puerto Varas,CL PVS,Los Lagos,52613.0,17.33,low (autonomous),13.4,1308033.0,62st8vd5tm7w9dg5zj6k,CL,8.08,99.7,8.42,9.92,1.04,5.32,7.05,0.41,0.65,68.81,60.67,15.93,95.95,10.76,25.72,26.95,3.49,18961125.0,253.16,67.65,360389.0,109.0,128.0,237.0,40.08,4.5,94.9896,94.90445859872611,87.5,97.43589743589743,93.3,56.9023569023569,82.82828282828282,73.71794871794873,71.1,82.2
Pucón,CL PUC,La Araucanía,32211.0,17.2,low (autonomous),20.93,1011667.0,63hbw6fmdzrmwsjz22sy,CL,11.06,99.22,3.59,12.16,0.9,3.45,6.8,0.63,0.62,41.4,54.46,25.99,95.82,10.2,16.69,28.74,9.6,18511101.0,444.28,73.22,574683.0,122.0,96.0,218.0,34.4,6.77,74.99199999999999,95.22292993630573,93.26923076923077,98.71794871794873,95.7,34.68013468013468,77.10437710437711,72.75641025641025,61.5,78.6
Algarrobo,CL ALG,Valparaíso,16032.0,16.76,low (autonomous),19.65,1005750.0,66j46sx36dkh3dhftcbn,CL,10.85,99.76,1.63,10.74,1.61,3.79,5.76,1.28,0.72,51.55,64.83,7.48,96.4,11.16,26.01,18.2,7.83,18672506.0,679.48,57.81,1164702.0,,,,,,,95.54140127388536,96.7948717948718,93.91025641025641,95.4,,,73.07692307692307,73.1,84.2
San Miguel,CL SMG,Metropolitana de Santiago,149102.0,15.39,low (autonomous),13.74,1620000.0,66jc2m9jdfwq6j6rksbs,CL,7.27,99.98,0.24,4.93,1.1,6.63,7.72,1.61,0.44,84.74,40.95,4.71,97.78,12.31,58.47,51.93,8.87,41763246.0,121.66,41.52,280098.0,225.0,111.0,336.0,28.57,2.25,95.9952,95.85987261146497,61.53846153846154,82.37179487179486,79.9,9.090909090909092,83.83838383838383,85.8974358974359,59.6,69.8
Concón,CL CON,Valparaíso,48112.0,14.39,low (autonomous),8.91,1319333.0,66jht9pmmy5bk1pnupzm,CL,8.25,99.89,1.37,7.71,0.93,5.51,6.18,4.58,0.78,75.89,55.47,3.57,97.3,11.97,26.33,34.35,8.2,20352472.0,299.45,70.1,423023.0,91.0,50.0,141.0,47.52,2.93,67.0032,96.17834394904459,89.42307692307693,97.75641025641025,94.5,79.46127946127946,75.75757575757575,75.64102564102564,77.0,85.8
Colina,CL CLN,Metropolitana de Santiago,168128.0,12.8,low (autonomous),21.56,1150000.0,66jg3pfzr8n70xg2g69y,CL,7.64,99.89,2.77,9.47,1.01,6.16,7.27,3.55,0.86,67.42,72.17,5.68,95.39,10.14,28.78,20.27,12.09,80605292.0,216.91,52.1,479428.0,138.0,74.0,212.0,26.89,1.26,57.006800000000005,96.4968152866242,85.25641025641025,90.38461538461539,90.7,6.397306397306397,70.37037037037037,94.23076923076923,57.0,73.8
Iquique,CL IQQ,Tarapacá,196709.0,12.49,low (autonomous),19.72,1174475.0,6kq0yp089et1mc38euw2,CL,8.59,99.75,1.19,5.54,0.6,7.72,4.46,9.54,0.63,76.84,42.18,16.81,97.03,10.89,31.5,44.16,9.08,98449509.0,191.66,44.89,500483.0,267.0,154.0,421.0,39.67,2.14,167.01069999999999,96.81528662420382,82.05128205128204,85.57692307692307,88.1,54.20875420875421,91.24579124579124,95.83333333333334,80.4,84.2
Santo Domingo,CL RSD,Valparaíso,13149.0,11.41,low (autonomous),10.33,1198968.0,63vp8vngud1459vjy7rx,CL,8.21,99.45,10.51,7.13,0.58,10.2,5.25,1.09,1.09,52.58,71.83,6.07,95.94,10.71,12.34,12.36,5.02,23287968.0,1342.96,71.83,1771083.0,131.0,48.0,179.0,46.93,13.61,84.0047,97.13375796178345,99.03846153846155,98.3974358974359,98.2,78.78787878787878,80.8080808080808,79.16666666666666,79.6,88.9
Viña del Mar,CL KNA,Valparaíso,331684.0,10.28,low (autonomous),19.95,1035689.0,66jhhekr2p2d829ubz3r,CL,10.5,99.63,0.51,8.42,1.22,6.58,5.9,2.21,0.69,73.51,53.07,4.82,97.22,11.54,51.42,32.18,9.71,126151913.0,264.64,77.47,380338.0,874.0,410.0,1284.0,32.24,3.87,413.96160000000003,97.45222929936305,87.82051282051282,99.35897435897436,94.9,23.905723905723907,99.32659932659934,97.43589743589743,73.6,84.2
Ñuñoa,CL NUN,Metropolitana de Santiago,239365.0,9.05,low (autonomous),3.08,2256416.0,66jc9mptfxtyzg2fpdh9,CL,6.36,99.98,0.28,3.39,1.0,4.19,4.88,2.4,0.32,88.17,48.1,4.15,98.27,13.7,46.61,45.69,4.61,77673926.0,165.53,56.12,324500.0,404.0,160.0,564.0,41.84,2.36,235.97760000000002,97.77070063694268,77.88461538461539,92.94871794871796,89.5,62.79461279461279,95.62289562289563,93.91025641025641,84.1,86.8
Huechuraba,CL HUE,Metropolitana de Santiago,101608.0,8.75,low (autonomous),16.08,1366667.0,66jf0wfyqft9mretnxbd,CL,9.78,99.92,0.34,8.66,1.17,7.31,7.52,2.2,0.69,78.09,64.28,7.71,96.38,10.88,49.61,21.6,8.9,53164370.0,357.98,78.86,523230.0,313.0,134.0,447.0,42.95,4.4,191.98650000000004,98.08917197452229,91.98717948717949,99.67948717948718,96.6,66.66666666666666,93.26599326599326,89.42307692307693,83.1,89.8
Santiago,CL SCL,Metropolitana de Santiago,425426.0,8.71,low (autonomous),13.53,1175258.0,66jc8jvrp1bsc1bx9rnq,CL,7.1,99.94,0.22,4.99,0.81,6.31,6.08,1.19,0.35,69.25,23.02,5.33,98.16,12.51,61.62,72.09,6.05,201975940.0,226.13,60.02,474762.0,1481.0,1129.0,2610.0,20.92,6.14,546.0120000000001,98.40764331210191,85.8974358974359,94.55128205128204,93.0,1.0101010101010102,100.0,100.0,67.0,80.0
La Reina,CL REI,Metropolitana de Santiago,89091.0,7.29,low (autonomous),7.37,2075000.0,66jcdzhu0hmkmzf6b27p,CL,6.75,99.98,0.46,4.57,0.89,3.69,4.89,2.24,0.43,87.81,62.99,4.54,97.5,12.8,33.92,26.88,4.92,48365723.0,307.35,63.35,542880.0,301.0,164.0,465.0,27.31,5.22,126.9915,98.72611464968153,89.74358974358975,95.1923076923077,94.6,7.4074074074074066,87.54208754208754,87.82051282051282,60.9,77.8
Providencia,CL PRO,Metropolitana de Santiago,141714.0,3.53,low (autonomous),4.82,2938042.0,66jcc1vyehq9w1xgpyx7,CL,5.74,99.97,0.35,2.78,0.97,3.07,3.83,2.57,0.32,87.29,42.82,3.16,98.51,14.45,39.94,51.15,5.64,175494453.0,570.35,52.92,1238371.0,459.0,388.0,847.0,61.39,5.98,519.9733,99.04458598726114,95.1923076923077,91.02564102564102,95.1,94.94949494949495,99.66329966329967,99.67948717948718,98.1,96.6
Vitacura,CL VIT,Metropolitana de Santiago,85876.0,2.81,low (autonomous),3.24,4350000.0,66jf456rhf0qr9mw9sjy,CL,4.34,99.99,1.44,3.26,0.88,2.95,4.56,2.25,0.32,94.51,61.9,1.01,98.09,13.41,12.71,34.16,2.52,137032883.0,862.48,61.3,1595706.0,418.0,254.0,672.0,39.73,7.83,266.9856,99.36305732484077,97.75641025641025,94.87179487179486,97.3,55.387205387205384,96.96969696969697,98.3974358974359,83.6,90.4
Lo Barnechea,CL LBA,Metropolitana de Santiago,112112.0,2.17,low (autonomous),8.05,2116078.0,66jfwdp0fp95k1e81vr4,CL,4.38,99.96,1.19,4.76,0.66,4.14,3.79,1.93,0.4,84.47,69.46,2.8,97.46,12.07,27.75,23.13,5.02,135673235.0,868.06,83.04,1210158.0,256.0,271.0,527.0,58.63,4.7,308.98010000000005,99.68152866242038,98.07692307692307,100.0,99.3,92.92929292929293,98.65319865319864,98.07692307692307,96.6,97.9
